"Year","Month","Temp Mean","Dew Point Mean","Humidity Mean","Sea Level Press Mean","Visibility Mean","WindÂ Mean","Temp Std","Dew Point Std","Humidity Std","Sea Level Press Std","Visibility Std","Wind Std","Precip sum","fog","rain","snow"
"2016","Dec",3.6451612903225805,-3.967741935483871,57.483870967741936,1019.2258064516129,14.096774193548388,9.870967741935484,3.7635637460736096,5.910536632848275,12.333722373892394,8.346178099331743,2.8096014952150545,3.1596440743189365,73.42,2,10,3
"2013","Jun",22.733333333333334,15.366666666666667,66.93333333333334,1012.9666666666667,13.0,7.2,3.567756842735908,4.167199965871035,10.89933739066534,6.405639876095301,3.444802848737017,2.1197484127446193,256.53000000000003,5,15,0
"2011","Dec",6.483870967741935,-0.5161290322580645,62.483870967741936,1020.9032258064516,14.64516129032258,9.387096774193548,4.039090984782427,6.559263175289242,14.08927976762643,8.573608562776881,2.7066034791487783,3.2693830862761097,101.58,1,9,0
"2014","Mar",2.806451612903226,-8.258064516129032,47.32258064516129,1016.4516129032259,14.774193548387096,11.419354838709678,5.378687661254936,7.602918547995274,14.724101586644222,8.968902222455243,2.4719024594410346,3.5900776660516747,89.16000000000001,0,6,2
"2009","Jun",19.866666666666667,15.366666666666667,78.86666666666666,1011.1666666666666,11.833333333333334,7.133333333333334,2.65497436689865,2.9152853872114974,9.290616532585746,6.175669104549637,3.688570936766101,2.4864074931962024,511.02000000000004,10,40,0
"2011","Sep",21.2,16.8,78.1,1016.7666666666667,12.733333333333333,7.133333333333334,3.2186953878862163,4.284857057125711,11.18436408563312,5.77167412647511,3.2550814975289875,3.3638602164114304,238.48999999999998,2,11,0
"2009","Nov",10.8,4.166666666666667,66.6,1019.0333333333333,14.666666666666666,11.133333333333333,2.3860706890897716,4.06680327639399,12.43007106442544,7.595978468169123,2.467567403109566,4.9781745873585255,81.80000000000001,0,20,0
"2014","Jun",22.4,13.866666666666667,62.6,1015.8666666666667,13.633333333333333,6.633333333333334,2.4576411454889016,3.7835902996433894,12.349358957721922,4.709800656314683,3.3910011632096033,1.7978382080215736,109.48000000000002,2,10,0
"2016","Oct",14.96774193548387,8.516129032258064,67.25806451612904,1019.483870967742,13.838709677419354,7.419354838709677,4.269047419376667,5.780227519475255,11.074433625466808,7.286182095702643,2.5664934556020755,3.599051788640349,105.4,2,6,0
"2011","Apr",12.5,4.966666666666667,64.46666666666667,1013.5666666666667,13.066666666666666,11.766666666666667,4.417767158493832,6.112737157407929,14.122637462205455,8.085721296760658,3.3259919155377125,3.809491071287899,135.88,1,13,0
"2009","Feb",2.7857142857142856,-6.392857142857143,54.0,1017.0714285714286,15.178571428571429,12.214285714285714,4.84294142362398,6.320823215566859,12.383745106273096,8.60202871183209,2.1053260933127853,4.5697541576352325,43.70000000000001,2,10,4
"2011","Mar",5.838709677419355,-3.3870967741935485,56.096774193548384,1019.6129032258065,14.0,12.290322580645162,4.04886901128593,6.6753152365085935,17.116969204723805,9.181599478883554,3.2626923376749115,3.4565836983477856,157.22,2,9,2
"2014","Oct",15.741935483870968,8.580645161290322,63.193548387096776,1013.516129032258,14.419354838709678,8.129032258064516,3.1721341339198768,5.11023131569364,11.540725517638183,5.724147874275829,2.406633219818644,2.6364924828003287,145.27000000000004,3,14,0
"2013","Feb",1.1071428571428572,-5.892857142857143,60.892857142857146,1015.0,13.107142857142858,11.392857142857142,3.6482802770061173,5.70300225266285,12.2192450249429,6.8086079970242706,3.7828493202336033,4.546107327894348,107.94999999999999,3,7,8
"2010","Aug",25.29032258064516,16.548387096774192,62.935483870967744,1015.0967741935484,15.0,8.096774193548388,3.1024813002695715,3.150409186709637,12.86138377111127,4.1994994994386685,2.214322877642647,2.6682704161174473,105.16,2,8,0
"2014","Dec",5.225806451612903,-1.2258064516129032,64.70967741935483,1019.4193548387096,13.193548387096774,10.838709677419354,3.5984734883572496,4.8640198257989065,13.622073046694842,8.166707369631059,3.753874169430397,3.6640958414140368,153.41999999999996,0,15,3
"2012","May",18.516129032258064,12.548387096774194,73.0,1016.4193548387096,11.96774193548387,6.290322580645161,3.7319109326398903,5.320918606584582,17.159592445720435,5.320527463230757,3.9225063660199733,2.0975184783237233,136.65000000000003,4,16,0
"2012","Oct",14.64516129032258,9.129032258064516,71.38709677419355,1014.1935483870968,13.451612903225806,7.903225806451613,3.597027330886814,5.147764535080915,11.255614855032503,9.673440042077,3.4811817577945057,5.293665348317666,74.17,3,12,0
"2011","May",18.161290322580644,11.64516129032258,71.87096774193549,1014.7096774193549,12.03225806451613,8.838709677419354,3.8945518123320184,5.562248252204025,15.516363756523814,4.516589838241843,4.253908039770261,2.952273855134851,129.81,5,10,0
"2014",nan,-1.0,-13.0,43.0,1025.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
"2012","Jul",26.096774193548388,17.419354838709676,63.096774193548384,1013.7096774193549,14.419354838709678,6.580645161290323,2.631752007015631,2.6368871377659104,12.376759799824827,4.867227788747372,2.472744244740232,1.7739002690151637,106.92000000000002,2,11,0
"2009","Apr",12.733333333333333,2.533333333333333,55.7,1014.5333333333333,14.066666666666666,11.366666666666667,5.446303537466694,5.667058809960909,16.295500401440066,9.447163007426566,3.2242139438249975,4.028923208777034,238.24,2,24,0
"2015","May",20.483870967741936,9.870967741935484,56.70967741935484,1020.2903225806451,14.03225806451613,6.806451612903226,3.5729356118710687,6.078741038394599,12.415374309733089,4.334360453527489,2.741366164803917,2.2349042678308093,47.239999999999995,1,6,0
"2015","Jun",21.866666666666667,14.3,65.03333333333333,1014.8666666666667,13.1,7.533333333333333,4.129030017920539,3.4847285881877994,11.41485387067609,4.425180473406957,3.360059523282289,2.5130769099961014,120.66000000000003,0,14,0
"2015","Feb",-4.25,-12.428571428571429,53.892857142857146,1017.6071428571429,13.428571428571429,11.75,3.8417350990702848,6.1553030065172925,11.49328774830362,8.07703661054989,3.2996598464145985,4.6799343707242,51.82000000000001,2,3,11
"2016","Apr",11.966666666666667,0.06666666666666667,49.63333333333333,1016.6666666666666,15.3,10.066666666666666,5.11522781071924,6.217895320944398,12.210605590587589,8.734351085735499,1.6563010998406458,3.424746543744352,39.88,0,11,1
"2016","Feb",3.2413793103448274,-5.379310344827586,55.06896551724138,1015.8620689655172,13.827586206896552,11.793103448275861,6.452239239283619,8.368305530715894,13.064643084671138,8.908438997633318,3.3944068144344035,3.99464564346885,111.75,3,11,5
"2009","Oct",12.870967741935484,7.032258064516129,69.35483870967742,1016.7741935483871,14.064516129032258,9.67741935483871,3.7566451701542536,4.869151552029216,12.07115566826697,5.416281770791062,3.29158735969654,3.938127086975962,283.48,2,28,0
"2015","Sep",23.7,14.4,58.63333333333333,1018.3,14.766666666666667,7.033333333333333,3.2572994949804666,4.17612260356422,10.562459730363736,6.8173797508035765,2.1398338460938713,3.3114280236108953,83.31,1,5,0
"2016","Nov",9.866666666666667,1.6,57.733333333333334,1017.0,14.366666666666667,8.4,3.565887765417689,5.660388679233963,13.408786505704219,6.816646291738091,2.9038288899696245,3.869539162915054,137.4,2,8,1
"2016","Jun",22.433333333333334,12.633333333333333,58.833333333333336,1013.4666666666667,13.5,6.933333333333334,2.472290885438488,4.012342070273781,13.711511789571402,5.970669048681972,2.4596747752497685,3.1084115271666044,66.04,1,9,0
"2012","Dec",5.451612903225806,0.0967741935483871,71.16129032258064,1015.5806451612904,12.32258064516129,10.483870967741936,3.5636037366816713,5.479314995506208,14.453700886029488,9.4451701039973,3.7363696091794214,5.198454905325766,121.91999999999999,4,15,4
"2013","May",17.258064516129032,9.225806451612904,64.58064516129032,1018.1290322580645,12.870967741935484,7.870967741935484,4.44295558366481,6.220204733791401,14.959675245630658,6.429478158144424,3.9573690794791276,3.318977062423737,203.20000000000002,6,9,0
"2012","Jan",2.903225806451613,-4.161290322580645,56.70967741935484,918.0,13.096774193548388,11.806451612903226,4.986141042670027,6.396051070997602,20.39954703543146,300.5862014732696,4.747527972770382,4.291171393113778,82.06,3,9,3
"2009","Dec",2.3548387096774195,-4.67741935483871,61.74193548387097,1017.2258064516129,13.774193548387096,13.451612903225806,4.849665017342645,7.212833977392787,12.60559973349142,8.396272895945208,3.2991658517537035,4.3093200547217485,369.3,6,16,10
"2013","Jan",1.935483870967742,-5.419354838709677,61.03225806451613,1019.8064516129032,13.258064516129032,10.32258064516129,5.25440204922512,7.69488390383145,15.126315183486586,7.3151162751269,3.6097336327024854,3.684204267166254,70.12,4,9,2
"2014","Apr",11.466666666666667,0.5666666666666667,53.53333333333333,1016.7666666666667,14.7,10.133333333333333,3.818667597765249,5.142524239666309,12.417013417977055,8.405091049807584,2.544929599550185,2.883670500517622,77.21000000000001,1,12,3
"2015","Dec",10.548387096774194,4.096774193548387,65.6774193548387,1019.1935483870968,8.35483870967742,8.451612903225806,4.249012862038545,5.909832368725089,12.854990487629491,7.731040721323063,6.4285070112227665,3.554540119770673,119.89000000000001,0,17,0
"2010","May",18.612903225806452,10.096774193548388,62.74193548387097,1015.7741935483871,14.935483870967742,8.96774193548387,4.843868217986055,5.985761808899718,13.087713376109386,6.414246630237006,2.270931084748134,3.2773304534551655,76.46000000000001,1,9,0
"2009","Jan",-2.096774193548387,-9.903225806451612,57.354838709677416,1015.9677419354839,14.0,12.0,3.6751549338389973,5.238534877109139,12.084509911978028,8.763869637904076,3.4172239251823564,3.436051747704511,151.39999999999998,8,10,14
"2011","Oct",14.096774193548388,7.645161290322581,67.90322580645162,1015.2903225806451,14.03225806451613,8.612903225806452,4.387333959432777,4.762409170054343,12.95738633220121,8.647929263187983,3.5056072224250734,4.053492475470908,154.68,2,10,2
"2014","Aug",23.612903225806452,14.451612903225806,60.354838709677416,1016.741935483871,15.064516129032258,6.0,1.9290214693840066,2.7921400010816004,8.873841176855148,3.942880410476779,1.683611400090308,1.7413380098407456,41.39000000000001,0,6,0
"2013","Sep",20.066666666666666,11.5,60.3,1016.5666666666667,14.666666666666666,6.366666666666666,4.05736641458745,5.451299539253614,10.513958975254438,5.713628930509535,2.3570226039551576,1.9913702708325123,74.92,2,7,0
"2010","Oct",14.612903225806452,7.096774193548387,63.645161290322584,1012.0,14.225806451612904,10.03225806451613,3.055163998077826,5.201456611805516,14.11141927682129,4.579054698896255,2.6238321816339036,4.043982953345759,124.71000000000001,2,10,0
"2009","Sep",19.233333333333334,12.766666666666667,69.7,1018.7,15.033333333333333,9.266666666666667,2.728654532101042,3.333499995833541,10.555093557141028,7.043436661176133,2.496441912447038,4.31997942381931,114.80000000000001,2,14,0
"2015","Apr",12.533333333333333,0.8,50.86666666666667,1015.1333333333333,14.7,10.433333333333334,3.8878728831528884,5.062278801751902,15.379062245649296,7.902460938776534,2.68514431641951,3.179972047396364,52.83,1,8,0
"2014","Nov",7.533333333333333,-1.7666666666666666,54.86666666666667,1016.8,14.266666666666667,8.8,5.168709273653874,7.055415571664711,14.22845349603705,5.923962637739482,3.08688984074406,3.52514775104061,115.83,2,8,2
"2015","Oct",14.483870967741936,5.516129032258065,57.03225806451613,1018.9354838709677,15.161290322580646,8.451612903225806,3.8089111791229064,5.066467674132353,10.412411548531077,7.378851575436416,2.04933937732498,4.110087587775757,99.32000000000001,2,7,0
"2010","Jun",23.8,15.533333333333333,64.06666666666666,1012.0333333333333,14.233333333333333,8.0,3.3406586176980135,4.112852484049914,11.168208848731693,4.9361478457959045,2.8009918878060946,2.3380903889000244,55.879999999999995,4,10,0
"2015","Mar",3.5161290322580645,-6.096774193548387,54.0,1019.0322580645161,12.935483870967742,9.838709677419354,4.062979740344204,6.551802700511577,15.425157499065213,7.455173007956555,3.7924839410719,3.2037958755961644,119.88,3,12,6
"2009","Mar",5.967741935483871,-2.903225806451613,57.064516129032256,1021.0645161290323,14.258064516129032,11.387096774193548,5.146147139852846,7.445955120646974,15.48971663846897,7.708125096792631,2.8956891422839046,3.695484772030886,88.9,6,14,4
"2015","Nov",11.633333333333333,3.566666666666667,60.3,953.9,13.333333333333334,7.3,4.33192284736877,6.417077908899726,13.476275449841474,255.08016387010576,4.995553578489131,3.8570282169912455,51.03999999999999,0,6,0
"2010","Jul",27.548387096774192,17.387096774193548,58.03225806451613,1013.9677419354839,15.0,7.516129032258065,2.69813208597761,4.382350373610759,12.217079189945636,3.084653700098559,1.722713538428218,2.1382985057002,66.05000000000001,4,10,0
"2010","Mar",9.258064516129032,-0.2903225806451613,58.29032258064516,1011.258064516129,13.838709677419354,12.806451612903226,3.8097306816631296,5.80430067687354,22.616285237864727,6.857855123802447,3.5749737124551078,6.4378886282378485,271.52,0,13,1
"2009","Aug",24.387096774193548,18.483870967741936,72.48387096774194,1015.9677419354839,14.483870967741936,6.806451612903226,2.5103324462378986,3.1198735266129547,9.85334712327429,3.7112198756824912,2.4345757760146083,1.9247011471195221,214.88,10,26,0
"2013","Nov",7.5,-1.9666666666666666,53.06666666666667,1021.4,14.766666666666667,10.033333333333333,5.270989786874315,7.87605372139006,13.068877364010865,9.874546403084382,2.2313423961572747,3.3910011632096047,80.0,1,9,2
"2014","Feb",0.2857142857142857,-7.821428571428571,58.714285714285715,1016.9642857142857,12.357142857142858,10.25,4.494895063586363,5.7944158551178235,13.386712876305857,8.330160960788996,4.219125550177817,3.6803047234084922,139.17999999999995,8,7,8
"2016","Aug",26.35483870967742,18.35483870967742,64.70967741935483,951.7741935483871,13.193548387096774,5.548387096774194,2.26542578917154,3.2877915629008787,8.531511035045494,249.9829296981669,3.736648099815159,2.5252110697781838,49.769999999999996,2,10,0
"2016","Jul",26.06451612903226,18.161290322580644,64.6774193548387,1014.258064516129,12.516129032258064,6.258064516129032,2.539183052148958,2.9413270451754494,11.154015902787004,3.645304022326876,2.722320733657051,1.7591739618627071,178.31,5,13,0
"2010","Dec",0.6129032258064516,-6.935483870967742,58.32258064516129,1010.9032258064516,14.193548387096774,13.290322580645162,3.3761728605305654,5.345697599975611,9.613119720445876,8.884037293169742,3.0205677188953874,4.608502299481777,107.69999999999999,4,3,4
"2009","May",17.0,10.096774193548388,68.51612903225806,1017.1612903225806,12.451612903225806,7.483870967741935,3.2527903654078787,4.445765210157883,16.63046362851859,6.730272362765351,4.078572723767385,4.376410133976251,262.59999999999997,8,28,0
"2011","Jun",22.466666666666665,15.4,68.66666666666667,1012.7,12.4,7.433333333333334,2.94089933334837,4.355838993045235,14.24858667455205,2.583924663504466,3.791217922163448,2.7770888034454755,82.55,3,9,0
"2012","Feb",5.103448275862069,-3.8620689655172415,55.3448275862069,981.6551724137931,14.379310344827585,10.758620689655173,3.0999980821596615,4.116611746461625,10.949022510516212,185.65806089877813,2.7090371505382556,3.616582235069488,34.54,0,8,3
"2013","Aug",23.838709677419356,15.548387096774194,64.51612903225806,1016.483870967742,13.935483870967742,6.096774193548387,1.7615384440614257,3.933632562972636,11.074151734038681,4.599235334353965,2.9939237806895753,1.9568710823358841,72.38000000000001,3,11,0
"2014","Jul",24.677419354838708,16.451612903225808,63.96774193548387,1014.6774193548387,13.96774193548387,11.709677419354838,1.9738140052617235,3.545453332653958,10.024112448741565,5.101467826560494,3.15700829152499,26.960177979199894,142.00000000000003,3,11,0
"2010","Feb",0.8214285714285714,-6.071428571428571,63.535714285714285,1007.9642857142857,13.0,12.928571428571429,2.0363407557354902,4.423384058683154,16.914664269412466,9.44715430644572,4.675162334843877,4.750402775619373,169.91,4,4,10
"2014","Jan",-1.7666666666666666,-9.4,59.43333333333333,746.2666666666667,9.6,7.833333333333333,6.097449375672494,8.654863757833896,13.207783900244413,450.1030943634531,6.636264009214823,6.055759425722113,59.95,4,6,5
"2013","Apr",11.833333333333334,0.9666666666666667,53.9,1020.0333333333333,15.133333333333333,10.0,4.147957998287296,6.3847909562925835,14.87357836343808,7.110946178642865,1.726911179598483,3.183289703016886,33.27,0,10,0
"2010","Nov",9.0,0.7666666666666667,59.53333333333333,1018.7,14.833333333333334,10.1,2.756809750418044,5.345922641498743,13.759198943090967,8.832326986700616,2.2961320132392697,3.2797357617141456,54.61,0,8,0
"2012","Jun",21.866666666666667,14.2,65.7,1013.5666666666667,14.266666666666667,7.166666666666667,3.981066300488964,3.2802438933713454,11.290556525994043,6.1896867628517525,2.682453271830761,2.4776781245530843,75.92999999999999,1,11,0
"2012","Sep",20.6,13.466666666666667,68.0,1016.6666666666666,14.933333333333334,6.4,3.094080369565946,5.031456603763522,11.372481406154654,5.236623169774792,2.0319667538837556,2.107130750570548,111.5,3,8,0
"2013","Jul",26.580645161290324,19.419354838709676,67.6774193548387,1016.7741935483871,13.129032258064516,7.0,3.0456123230766887,3.045612323076689,10.831218609467589,4.975486213357768,2.5745896695786987,2.3827335887250825,72.12,3,14,0
"2014","Sep",21.366666666666667,13.266666666666667,62.4,1019.4,14.833333333333334,6.633333333333334,3.885728874855899,4.530881690012319,8.623997526282887,5.35163526410386,2.3676054476106354,3.198784491368905,46.480000000000004,1,7,0
"2012","Apr",12.733333333333333,0.8,51.06666666666667,1011.9333333333333,14.766666666666667,8.966666666666667,3.949120858565303,6.257795138864807,17.76125621182866,7.411402626283968,2.36196716507425,3.2709156040608707,90.43,0,11,0
"2009","Jul",22.741935483870968,16.451612903225808,70.80645161290323,1013.5806451612904,12.935483870967742,7.903225806451613,1.7221093954889213,3.7316320884707377,11.871406022764788,5.001768677812635,3.5463337167256284,1.9067763491782772,361.20000000000005,12,26,0
"2014","May",17.612903225806452,8.096774193548388,59.96774193548387,1016.2903225806451,12.709677419354838,7.290322580645161,3.2495897443775554,5.330102212356977,17.08136859170426,5.055776309281308,4.378787196849896,2.7142818023177586,235.97,3,12,0
"2010","Apr",14.466666666666667,3.1333333333333333,52.8,1013.1666666666666,14.466666666666667,10.2,3.7214095298540966,4.931080566727292,15.302287410710857,9.313371510301138,2.9066972475455524,2.625515822335363,75.94,0,7,0
"2013","Oct",15.774193548387096,7.741935483870968,60.774193548387096,1018.1935483870968,14.774193548387096,8.096774193548388,4.3381999940465485,6.095835394523707,11.209758644402868,5.788862247335519,2.4191397753874426,3.7875418763546995,9.139999999999999,0,6,0
"2010","Sep",21.8,13.7,63.56666666666667,1014.5666666666667,13.7,8.733333333333333,3.4679484809706547,4.140450861118065,13.255648691113619,4.828273213295019,3.1953090617340916,2.999259167787198,93.21,3,8,0
"2011","Jul",26.870967741935484,18.322580645161292,63.83870967741935,1012.8064516129032,13.03225806451613,6.870967741935484,2.6849873608625563,3.083641508537232,8.843064620563094,3.3641310514796636,3.3743230715903927,1.8963791557031053,76.96000000000001,3,8,0
"2012","Mar",10.67741935483871,1.2258064516129032,59.25806451612903,1019.2903225806451,14.096774193548388,9.193548387096774,5.473614697473652,7.794579081599801,18.98210998492287,8.020914389137763,2.7865441507089304,3.083978942636676,24.119999999999997,2,11,0
"2010","Jan",0.45161290322580644,-7.258064516129032,58.12903225806452,1014.2258064516129,14.741935483870968,11.903225806451612,4.937275660415396,6.705643948945636,12.058304421231389,7.499288901426266,2.257142668972374,5.031224045957838,52.839999999999996,2,5,6
"2016","Mar",9.483870967741936,-1.1935483870967742,51.83870967741935,1016.7741935483871,14.129032258064516,10.612903225806452,4.957047558726838,6.007626093551158,11.6870393452597,5.717599752543104,2.802555694061093,4.345389988473426,29.72,0,7,3
"2013","Dec",3.7096774193548385,-3.0,61.903225806451616,1019.2258064516129,12.935483870967742,9.419354838709678,5.686393201131735,7.148200766175247,11.987506503640274,6.3890515092888,3.8599305013881158,2.95966643225525,123.18,4,10,5
"2015","Aug",26.322580645161292,15.290322580645162,54.87096774193548,1015.2258064516129,15.35483870967742,5.903225806451613,1.873191114962319,3.1335185663434557,8.430902968835968,3.347697113321189,1.3331598915981822,1.633417922731892,59.69,1,5,0
"2015","Jul",26.129032258064516,16.548387096774192,59.096774193548384,1012.741935483871,14.161290322580646,5.483870967741935,2.3519646623946047,3.8086379724246306,10.504545371654142,4.2118706435998625,2.4242960294265723,1.7937340354139153,101.1,6,9,0
"2016","Sep",22.133333333333333,14.566666666666666,65.03333333333333,1019.1,14.066666666666666,7.833333333333333,3.5188381921057723,4.356476659972929,11.211551582581642,4.213866000084324,2.42120263964465,3.8994301577994133,70.86,2,7,0
"2011","Nov",11.166666666666666,4.366666666666666,64.16666666666667,1019.1333333333333,14.566666666666666,9.1,3.4359213546813834,4.983193977984624,12.066712707094487,7.126164622166839,2.577897506798041,2.9478805945967355,77.47,1,9,0
"2012","Nov",6.733333333333333,-1.0666666666666667,60.7,1021.0333333333333,14.7,9.3,2.9881246441353295,4.479087208597553,9.599131905195039,9.155993786707278,2.3544284515213736,3.1638584039112745,45.97,2,4,3
"2016","May",17.193548387096776,8.064516129032258,61.03225806451613,917.258064516129,12.129032258064516,6.258064516129032,5.555696610534438,5.345697599975612,16.33615398921084,300.2843778757962,4.770486791174028,3.5100569054801145,95.25,1,11,0
"2011","Aug",24.129032258064516,17.903225806451612,71.83870967741936,1011.3548387096774,12.774193548387096,7.354838709677419,2.090561515615439,3.504419686069039,12.160477426412722,6.742012655832439,3.7563681620670026,3.6680696083096334,481.34000000000003,7,13,0
"2016","Jan",1.4838709677419355,-7.903225806451613,51.67741935483871,1015.5483870967741,14.67741935483871,11.225806451612904,4.180376335442937,6.181944775479312,11.445204931363865,7.856941495048035,3.0731626745327887,4.433812001626233,112.01,2,4,5
"2012","Aug",24.93548387096774,17.677419354838708,67.41935483870968,1015.4193548387096,14.387096774193548,5.419354838709677,2.0309775791867346,3.458389488822735,9.950763282600365,4.171904442882303,1.7166625413742027,2.1216882132135932,73.92000000000002,3,8,0
"2013","Mar",4.612903225806452,-4.096774193548387,57.935483870967744,1013.1612903225806,14.419354838709678,11.870967741935484,2.7436427322535377,4.237732494028727,12.5568012257873,6.299497031604721,2.7092933675607833,3.8666642745217286,72.9,3,5,8
"2011","Feb",2.4285714285714284,-6.857142857142857,52.607142857142854,1015.3928571428571,13.642857142857142,12.25,4.945622678032504,6.5884871757715455,14.81393958818683,7.340393555594985,3.8657311793528017,4.649308704374386,88.14000000000001,3,8,3
"2011","Jan",-1.096774193548387,-7.806451612903226,61.516129032258064,1014.6129032258065,12.387096774193548,10.387096774193548,3.6221080897079223,5.324437603732978,11.485954867104306,8.138627209892494,4.108821504023395,3.932309666495684,127.5,8,4,12
"2015","Jan",-1.032258064516129,-9.612903225806452,53.645161290322584,1019.3870967741935,13.03225806451613,11.67741935483871,4.1541574276142565,5.900669286012632,12.30407324922818,8.13069619427131,3.914273886998068,4.082907698657223,132.83,4,5,8
